Number,CityTownofLastResidence,DestinationCityTown,Province,ShipName,Port,Arrival,lat,lng
23576,LASCARI,NEW-ORLEANS,Palermo,VICTORIA,UNKNOWN,10/22/1898,29.9510658,-90.0715323
23577,PATTI,HAZELTON PA,Messina,TRAVE,GENOA & GIBRALTAR,4/25/1900,40.9584181,-75.9746472
23578,MESSINA,BOSTON,Messina,ARCHIMEDES,NAPLES,02/13/1886,42.3600825,-71.0588801
23579,BURGIO,NEW-ORLEANS,Agrigento,CALIFORNIA,UNKNOWN,10/03/1898,29.9510658,-90.0715323
23580,PATTI,HAZELTON PA,Messina,TRAVE,GENOA & GIBRALTAR,4/25/1900,40.9584181,-75.9746472
23581,CORLEONE,NEW-ORLEANS,Palermo,NEUSTRIA,NAPLES,05/27/1899,29.9510658,-90.0715323
23582,RESUTTANO,NEW YORK,Caltanissetta,BOLIVIA,PALERMO,01/30/1899,40.7127753,-74.0059728
23583,ISNELLO,BUFFALO TN,Palermo,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,35.8856194,-87.806692
23584,BAGHERIA,NEW YORK,Palermo,BOLIVIA,PALERMO,01/30/1899,40.7127753,-74.0059728
23585,ROMETTA,BOSTON,Messina,CHATEAU YQUEM,MARSEILLES,09/05/1899,42.3600825,-71.0588801
23586,SCIACCA,NEW YORK,Agrigento,TROJAN PRINCE,GENOA,11/24/1899,40.7127753,-74.0059728
23587,MARSALA,NEW YORK,Trapani,CALIFORNIA,PALERMO,01/11/1899,40.7127753,-74.0059728
23588,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,8/6/1900,40.7127753,-74.0059728
23589,SCIARA,NEW YORK,Palermo,ITALIA,NAPLES,04/07/1894,40.7127753,-74.0059728
23590,CAMPOREALE,NEW YORK,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.7127753,-74.0059728
23591,CAMPOREALE,NEW YORK,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.7127753,-74.0059728
23592,CALTAVUTURO,COLORADO,Palermo,CALIFORNIA,GIBRALTAR & NAPLES,04/22/1893,39.5500507,-105.7820674
23593,PALERMO,NEW YORK,Palermo,VICTORIA,NAPLES,08/13/1892,40.7127753,-74.0059728
23594,CACCAMO,NEW-ORLEANS,Palermo,BURGUNDIA,NAPLES,10/12/1898,29.9510658,-90.0715323
23595,CACCAMO,NEW YORK,Palermo,BURGUNDIA,NAPLES,10/12/1898,40.7127753,-74.0059728
23596,CASTELBUONO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
23597,CACCAMO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,7/27/1900,40.7127753,-74.0059728
23598,PALERMO,BROOKLYN,Palermo,BOLIVIA,NAPLES,05/15/1893,40.6781784,-73.9441579
23599,MESSINA,PHILADELPHIA,Messina,TARTAR PRINCE,GENOA,11/16/1899,39.9525839,-75.1652215
23600,MESSINA,PHILADELPHIA,Messina,TARTAR PRINCE,GENOA,11/16/1899,39.9525839,-75.1652215
23601,COLLESANO,NEW-ORLEANS,Palermo,ALSATIA,NAPLES,05/15/1899,29.9510658,-90.0715323
23602,MESSINA,BOSTON-MA,Messina,LA LORRAINE,HAVRE,8/20/1900,42.3600825,-71.0588801
23603,PALERMO,NEW YORK,Palermo,HESPERIA,NAPLES,10/15/1897,40.7127753,-74.0059728
23604,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23605,PALERMO,NEW YORK,Palermo,TROJAN PRINCE,GENOA,05/19/1899,40.7127753,-74.0059728
23606,PALERMO,NEW YORK,Palermo,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
23607,MESSINA,NEW YORK,Messina,HESPERIA,NAPLES,6/5/1900,40.7127753,-74.0059728
23608,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23609,PARTANNA,NEW YORK,Trapani,BOLIVIA,NAPLES,07/01/1898,40.7127753,-74.0059728
23610,PALERMO,BUFFALO,Palermo,MASSILIA,MARSEILLES,7/14/1900,42.8864468,-78.8783689
23611,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23612,PALERMO,NEW YORK,Palermo,HESPERIA,NAPLES,10/15/1897,40.7127753,-74.0059728
23613,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23614,SANTA FLAVIA,NEW YORK,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.7127753,-74.0059728
23615,PALERMO,NEW YORK,Palermo,KARAMANIA,NAPLES,10/02/1899,40.7127753,-74.0059728
23616,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23617,PALERMO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
23618,PARTANNA,NEW YORK,Trapani,BOLIVIA,NAPLES,07/01/1898,40.7127753,-74.0059728
23619,SANTA FLAVIA,HISVILLE PA,Palermo,MANILLA,NAPLES,5/31/1900,41.0078378,-80.4967353
23620,LIPARI,BROOKLYN NY,Messina,MASSILIA,NAPLES,5/16/1900,40.6781784,-73.9441579
23621,CIMINNA,NEW YORK,Palermo,BOLIVIA,NAPLES,11/24/1897,40.7127753,-74.0059728
23622,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23623,PALERMO,NEW YORK,Palermo,SCANDIA,NAPLES,09/13/1897,40.7127753,-74.0059728
23624,SCIACCA,BOSTON,Agrigento,AUGUSTA VICTORIA,GENOA & NAPLES,12/05/1899,42.3600825,-71.0588801
23625,CORLEONE,NEW YORK,Palermo,ARCHIMEDE,NAPLES,8/6/1900,40.7127753,-74.0059728
23626,CORLEONE,NEW YORK,Palermo,MARCO MINGHETTI,NAPLES,3/16/1900,40.7127753,-74.0059728
23627,SCIACCA,JERSEY-CITY,Agrigento,NORMANNIA,GENOA,03/17/1898,40.7177545,-74.0431435
23628,SCIACCA,JERSEY-CITY,Agrigento,NORMANNIA,GENOA,03/17/1898,40.7177545,-74.0431435
23629,TRABIA,CHARLESTON-PA,Palermo,FULDA,GENOA,03/24/1898,41.7376007,-77.2175223
23630,MEZZOJUSO,NEW YORK,Palermo,STURA,NAPLES,12/19/1890,40.7127753,-74.0059728
23631,MEZZOJUSO,NEW YORK,Palermo,STURA,NAPLES,12/19/1890,40.7127753,-74.0059728
23632,LUCCA SICULA,PUEBLO CO,Agrigento,EMS,GENOA,8/30/1900,38.2544472,-104.6091409
23633,PALERMO,NEW YORK,Palermo,ALESIA,NAPLES,07/01/1898,40.7127753,-74.0059728
23634,CALTAVUTURO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,8/6/1900,40.7127753,-74.0059728
23635,PALERMO,USA,Palermo,CHATEAU YQUEM,MARSEILLES,09/05/1899,37.09024,-95.712891
23636,PALERMO,NEW YORK,Palermo,CALIFORNIA,NAPLES,01/05/1893,40.7127753,-74.0059728
23637,CIMINNA,NEW YORK,Palermo,TROJAN PRINCE,GENOA,01/07/1899,40.7127753,-74.0059728
23638,CERDA,USA,Palermo,VICTORIA,NAPLES,08/12/1899,37.09024,-95.712891
23639,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23640,SCIACCA,NEW-YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23641,MEZZOJUSO,NEW YORK,Palermo,OREGON,GENOA & NAPLES,12/02/1896,40.7127753,-74.0059728
23642,PALERMO,BOSTON,Palermo,INDIPENDENTE,NAPLES & PALERMO,07/29/1887,42.3600825,-71.0588801
23643,CERDA,NEW YORK,Palermo,SEMPIONE,NAPLES,1/8/1900,40.7127753,-74.0059728
23644,TRABIA,CHARLEROI PA,Palermo,ALLER,GENOA,3/28/1900,40.1378499,-79.8981035
23645,MARINEO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23646,TRABIA,CHARLEROI PA,Palermo,ALLER,GENOA,3/28/1900,40.1378499,-79.8981035
23647,MEZZOJUSO,NEW YORK,Palermo,OREGON,GENOA & NAPLES,12/02/1896,40.7127753,-74.0059728
23648,TRABIA,CHARLEROI PA,Palermo,ALLER,GENOA,3/28/1900,40.1378499,-79.8981035
23649,CASTELBUONO,PHILADELPHIA PA,Palermo,SPARTAN PRINCE,GENOA,9/10/1900,39.9525839,-75.1652215
23650,MARINEO,NEW YORK,Palermo,ALICE,GENOA,03/18/1899,40.7127753,-74.0059728
23651,MEZZOJUSO,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
23652,MARINEO,NEW YORK,Palermo,PATRIA,MARSEILLES & NAPLES,03/09/1896,40.7127753,-74.0059728
23653,MEZZOJUSO,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
23654,CERDA,NEW ORLEANS LA,Palermo,NEUSTRIA,NAPLES,04/23/1898,29.9510658,-90.0715323
23655,TRABIA,CHARLEROI PA,Palermo,ALLER,GENOA,3/28/1900,40.1378499,-79.8981035
23656,CALTAVUTURO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,8/6/1900,40.7127753,-74.0059728
23657,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
23658,NICOSIA,NEW-ORLEANS,Enna,VICTORIA,NAPLES,04/13/1898,29.9510658,-90.0715323
23659,CALTAVUTURO,BROOKLYN,Palermo,GELLERT,GENOA & NAPLES,12/16/1893,40.6781784,-73.9441579
23660,CIMINNA,NEW YORK,Palermo,TROJAN PRINCE,GENOA,01/07/1899,40.7127753,-74.0059728
23661,CERDA,BROOKLYN,Palermo,VICTORIA,NAPLES,08/12/1899,40.6781784,-73.9441579
23662,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23663,SCIACCA,NEW-YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23664,MESSINA,NEW YORK,Messina,TROJAN PRINCE,GENOA,8/17/1900,40.7127753,-74.0059728
23665,CERDA,NEW YORK,Palermo,SEMPIONE,NAPLES,1/8/1900,40.7127753,-74.0059728
23666,MEZZOJUSO,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
23667,CERDA,NEW ORLEANS LA,Palermo,NEUSTRIA,NAPLES,04/23/1898,29.9510658,-90.0715323
23668,PALERMO,NEW YORK,Palermo,BRITANNIA,NAPLES,06/12/1893,40.7127753,-74.0059728
23669,CIMINNA,NEW YORK,Palermo,TROJAN PRINCE,GENOA,01/07/1899,40.7127753,-74.0059728
23670,PALERMO,USA,Palermo,CHATEAU YQUEM,MARSEILLES,09/05/1899,37.09024,-95.712891
23671,MEZZOJUSO,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
23672,NICOSIA,NEW-ORLEANS,Enna,VICTORIA,NAPLES,04/13/1898,29.9510658,-90.0715323
23673,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
23674,MEZZOJUSO,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
23675,PALERMO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,2/16/1900,40.7127753,-74.0059728
23676,GRANITI,NEW YORK,Messina,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
23677,LIPARI,NEW YORK,Messina,ARCHIMEDES,MEDITERRANEAN PORTS,07/16/1886,40.7127753,-74.0059728
23678,LEONFORTE,NEW YORK,Enna,MASSILIA,NAPLES,11/24/1896,40.7127753,-74.0059728
23679,MEZZOJUSO,NEW YORK,Palermo,SEMPIONE,NAPLES,1/8/1900,40.7127753,-74.0059728
23680,CORLEONE,NEW YORK,Palermo,VICTORIA,NAPLES & PALERMO,10/30/1897,40.7127753,-74.0059728
23681,POZZALLO,NEW YORK,Ragusa,CACHAR,NAPLES,05/14/1888,40.7127753,-74.0059728
23682,CATANIA,HARTFORD CT,Catania,TROJAN PRINCE,GENOA,10/19/1900,41.7658043,-72.6733723
23683,PALERMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
23684,REGALBUTO,NEW YORK,Enna,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
23685,MEZZOJUSO,NATICK MA,Palermo,PATRIA,MARSEILLES & NAPLES,11/4/1900,42.2775281,-71.3468091
23686,PALERMO,NEW YORK,Palermo,ELYSIA,NAPLES,04/01/1893,40.7127753,-74.0059728
23687,PALERMO,NEW YORK,Palermo,ELYSIA,NAPLES,04/01/1893,40.7127753,-74.0059728
23688,CORLEONE,NEW-ORLEANS,Palermo,TARTAR PRINCE,UNKNOWN,10/17/1898,29.9510658,-90.0715323
23689,PALERMO,USA,Palermo,PATRIA,MARSEILLES,08/08/1899,37.09024,-95.712891
23690,PALERMO,USA,Palermo,PATRIA,MARSEILLES,08/08/1899,37.09024,-95.712891
23691,PALERMO,NEW YORK,Palermo,PATRIA,MARSEILLES,08/08/1899,40.7127753,-74.0059728
23692,PALERMO,NEW YORK,Palermo,CHANDERNAGOR,NAPLES,06/13/1887,40.7127753,-74.0059728
23693,PALERMO,NEW YORK,Palermo,CHANDERNAGOR,NAPLES,06/13/1887,40.7127753,-74.0059728
23694,PALERMO,NEW YORK,Palermo,CHANDERNAGOR,NAPLES,06/13/1887,40.7127753,-74.0059728
23695,PALERMO,BROOKLYN,Palermo,SEMPIONE,NAPLES,08/31/1899,40.6781784,-73.9441579
23696,PALERMO,NEW YORK,Palermo,LETIMBRO,NAPLES,04/28/1894,40.7127753,-74.0059728
23697,MONTEDORO,PITTSTON,Caltanissetta,SEMPIONE,NAPLES,5/11/1900,41.3259134,-75.7893604
23698,MONTEVAGO,BROOKLYN,Agrigento,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.6781784,-73.9441579
23699,ALIMENA,BUFFALO NY,Palermo,CALIFORNIA,NAPLES,2/23/1900,42.8864468,-78.8783689
23700,MARIANOPOLI,ELEONOR PA,Caltanissetta,EMS,GENOA,11/8/1900,40.2006537,-74.8265371
23701,GRATTERI,NEW YORK,Palermo,BRITANNIA,NAPLES,06/12/1893,40.7127753,-74.0059728
23702,ALIMENA,BUFFALO NY,Palermo,CALIFORNIA,NAPLES,2/23/1900,42.8864468,-78.8783689
23703,ALIMENA,BUFFALO NY,Palermo,CALIFORNIA,NAPLES,2/23/1900,42.8864468,-78.8783689
23704,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,6/9/1900,40.7127753,-74.0059728
23705,PALERMO,BROOKLYN,Palermo,EMS,GENOA,06/07/1899,40.6781784,-73.9441579
23706,ALIMINUSA,BUFFALO,Palermo,PLATA,NAPLES,05/12/1893,42.8864468,-78.8783689
23707,ALIMINUSA,BUFFALO,Palermo,PLATA,NAPLES,05/12/1893,42.8864468,-78.8783689
23708,GRATTERI,NEW YORK,Palermo,BRITANNIA,NAPLES,06/12/1893,40.7127753,-74.0059728
23709,VILLALBA,DELANO CA,Caltanissetta,VICTORIA,NAPLES,10/1/1900,35.7688425,-119.2470536
23710,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,6/9/1900,40.7127753,-74.0059728
23711,MONTEVAGO,BROOKLYN,Agrigento,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.6781784,-73.9441579
23712,CERDA,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
23713,CERDA,WALSTON,Palermo,SEMPIONE,NAPLES,11/04/1899,40.9650644,-78.9947562
23714,CERDA,NEW YORK,Palermo,BURGUNDIA,NAPLES,08/12/1898,40.7127753,-74.0059728
23715,MONTEVAGO,BROOKLYN,Agrigento,TARTAR PRINCE,GENOA,05/09/1899,40.6781784,-73.9441579
23716,MONTEVAGO,BROOKLYN NY,Agrigento,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.6781784,-73.9441579
23717,MONTEVAGO,BROOKLYN NY,Agrigento,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.6781784,-73.9441579
23718,MONTEVAGO,NEW YORK,Agrigento,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.7127753,-74.0059728
23719,ISNELLO,NEW YORK,Palermo,SPARTAN PRINCE,GENOA,06/14/1899,40.7127753,-74.0059728
23720,PALERMO,BUFFALO,Palermo,BOLIVIA,NAPLES,05/15/1893,42.8864468,-78.8783689
23721,MONTEVAGO,NEW YORK,Agrigento,TROJAN PRINCE,NAPLES,12/06/1897,40.7127753,-74.0059728
23722,PALERMO,NEW YORK,Palermo,BURGUNDIA,MARSEILLES & NAPLES,04/02/1897,40.7127753,-74.0059728
23723,TRABIA,MONONGAHELA,Palermo,EMS,GENOA,10/12/1899,40.2031265,-79.9261603
23724,CARINI,NEW YORK,Palermo,ARCHIMEDE,NAPLES,08/04/1899,40.7127753,-74.0059728
23725,BOLOGNETTA,NEW YORK,Palermo,HESPERIA,NAPLES,05/01/1898,40.7127753,-74.0059728
23726,PATTI,BROOKLYN,Messina,TROJAN PRINCE,UNKNOWN,09/06/1898,40.6781784,-73.9441579
23727,MELILLI,NEW PORT RI,Siracusa,BURGUNDIA,MARSEILLES,11/26/1900,41.4901024,-71.3128285
23728,CERAMI,NEW YORK,Enna,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
23729,MELILLI,NEW PORT RI,Siracusa,BURGUNDIA,MARSEILLES,11/26/1900,41.4901024,-71.3128285
23730,MELILLI,NEW PORT RI,Siracusa,BURGUNDIA,MARSEILLES,11/26/1900,41.4901024,-71.3128285
23731,PALERMO,NEW YORK,Palermo,PATRIA,NAPLES,06/07/1897,40.7127753,-74.0059728
23732,MENFI,NEW YORK,Agrigento,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
23733,SAPONARA,PHILADELPHIA PA,Messina,KAISER WILHELM II,GENOA,4/20/1900,39.9525839,-75.1652215
23734,PALERMO,PHILADELPHIA PA,Palermo,SPARTAN PRINCE,NAPLES,5/6/1900,39.9525839,-75.1652215
23735,SAPONARA,PHILADELPHIA,Messina,BRITANNIA,MARSEILLES,06/29/1899,39.9525839,-75.1652215
23736,MESSINA,PHILADELPHIA PA,Messina,WERRA,GENOA,3/8/1900,39.9525839,-75.1652215
23738,SAPONARA,PHILADELPHIA PA,Messina,KAISER WILHELM II,GENOA,4/20/1900,39.9525839,-75.1652215
23739,MESSINA,NEW YORK,Messina,SCANDIA,NAPLES,09/13/1897,40.7127753,-74.0059728
23740,ROMETTA,PHILADELPHIA PA,Messina,KARAMANIA,NAPLES,6/19/1900,39.9525839,-75.1652215
23741,PALERMO,NEW YORK,Palermo,SPAARNDAM,BOULOGNE & ROTTERDAM,05/19/1892,40.7127753,-74.0059728
23742,LIPARI,NEW YORK,Messina,OLYMPIA,NAPLES,04/10/1893,40.7127753,-74.0059728
23743,MARIANOPOLI,NEW YORK,Caltanissetta,ALSATIA,NAPLES,06/19/1890,40.7127753,-74.0059728
23744,PARTANNA,NEW YORK,Trapani,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23745,TRABIA,DETROIT MI,Palermo,KAISER WILHELM II,GENOA,8/16/1900,42.331427,-83.0457538
23746,TRABIA,DETROIT MI,Palermo,KAISER WILHELM II,GENOA,8/16/1900,42.331427,-83.0457538
23747,PALERMO,NEW YORK,Palermo,BOLIVIA,NAPLES,12/01/1899,40.7127753,-74.0059728
23748,LASCARI,CHICAGO IL,Palermo,VICTORIA,NAPLES,5/16/1900,41.8781136,-87.6297982
23749,BAGHERIA,NEW YORK,Palermo,MANILLA,NAPLES,10/8/1900,40.7127753,-74.0059728
23750,MARIANOPOLI,NEW YORK,Caltanissetta,NEUSTRIA,NAPLES,10/10/1896,40.7127753,-74.0059728
23751,PALERMO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,8/6/1900,40.7127753,-74.0059728
23752,PALERMO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,08/04/1899,40.7127753,-74.0059728
23753,PALERMO,NEW YORK,Palermo,INIZIATIVA,PALERMO,04/24/1893,40.7127753,-74.0059728
23754,PALERMO,NEW YORK,Palermo,OREGON,GENOA & NAPLES,12/02/1896,40.7127753,-74.0059728
23755,PALERMO,BOSTON,Palermo,VICTORIA,GIBRALTAR & NAPLES,10/19/1894,42.3600825,-71.0588801
23756,PRIZZI,NEW YORK,Palermo,ENTELLA,NAPLES,04/07/1893,40.7127753,-74.0059728
23757,VILLAFRATI,NEW ORLEANS LA,Palermo,BURGUNDIA,NAPLES,06/13/1898,29.9510658,-90.0715323
23758,CALTANISSETTA,NEW YORK,Caltanissetta,LETIMBRO,NAPLES,05/13/1890,40.7127753,-74.0059728
23759,CACCAMO,NEW YORK,Palermo,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
23760,MESSINA,NEW YORK,Messina,BELGRAVIA,NAPLES,01/04/1894,40.7127753,-74.0059728
23761,SCIACCA,NEW YORK,Agrigento,LETIMBRO,NAPLES,06/04/1888,40.7127753,-74.0059728
23762,PALERMO,PROVVIDENCE,Palermo,ELYSIA,NAPLES,04/01/1893,41.8239891,-71.4128343
23763,TRABIA,SAN-FRANCISCO-CA,Palermo,EMS,GENOA,6/14/1900,37.7749295,-122.4194155
23764,TRABIA,NEW YORK,Palermo,SAALE,GENOA,04/12/1899,40.7127753,-74.0059728
23765,TRAPANI,BOSTON MA,Trapani,BOLIVIA,NAPLES,2/15/1900,42.3600825,-71.0588801
23767,ROCCAPALUMBA,NEW YORK,Palermo,KAISER WILHELM II,GENOA,1/25/1900,40.7127753,-74.0059728
23768,PALERMO,NEW-ORLEANS,Palermo,LETIMBRO,PALERMO,12/03/1888,29.9510658,-90.0715323
23769,PALERMO,NEW YORK,Palermo,WASHINGTON,PALERMO,06/18/1883,40.7127753,-74.0059728
23770,TRABIA,NEW YORK,Palermo,SAALE,GENOA,04/12/1899,40.7127753,-74.0059728
23771,PALERMO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,10/09/1899,40.7127753,-74.0059728
23772,PALERMO,NEW YORK,Palermo,BURGUNDIA,NAPLES,12/18/1898,40.7127753,-74.0059728
23773,PALERMO,NEW YORK,Palermo,INDIPENDENTE,NAPLES & PALERMO,07/29/1887,40.7127753,-74.0059728
23774,PALERMO,NEW YORK,Palermo,BIRMANIA,GIBRALTAR & NAPLES,08/18/1890,40.7127753,-74.0059728
23775,PALERMO,NEW YORK,Palermo,INDIPENDENTE,PALERMO,09/22/1884,40.7127753,-74.0059728
23776,PALERMO,NEW YORK,Palermo,ELYSIA,NAPLES,04/01/1893,40.7127753,-74.0059728
23777,PALERMO,NEW YORK,Palermo,BURGUNDIA,NAPLES,12/18/1898,40.7127753,-74.0059728
23778,TERMINI IMERESE,BOSTON,Palermo,EMS,GENOA,03/31/1899,42.3600825,-71.0588801
23779,CORLEONE,NEW YORK,Palermo,LETIMBRO,PALERMO,12/03/1888,40.7127753,-74.0059728
23780,PALERMO,NEW YORK,Palermo,ARCHIMEDE,NAPLES,10/09/1899,40.7127753,-74.0059728
23781,SCIACCA,NEW YORK,Agrigento,LETIMBRO,NAPLES,06/04/1888,40.7127753,-74.0059728
23782,TRABIA,MINIASBURG-OH,Palermo,KAISER WILHELM II,GENOA,12/14/1899,39.6428362,-84.2866083
23783,PALERMO,DETROIT-MI,Palermo,VICTORIA,GIBRALTAR & NAPLES,05/29/1893,42.331427,-83.0457538
23784,TERMINI IMERESE,HARRISBURG PA.,Palermo,EMS,GENOA,03/31/1899,40.2731911,-76.8867008
23785,TRAPANI,NEW YORK,Trapani,CHATEAU YQUEM,NAPLES,3/5/1900,40.7127753,-74.0059728
23786,SCIACCA,NEW YORK,Agrigento,LETIMBRO,NAPLES,06/04/1888,40.7127753,-74.0059728
23787,PALERMO,USA,Palermo,BOLIVIA,NAPLES & PALERMO,02/24/1890,37.09024,-95.712891
23788,PALERMO,NEW YORK,Palermo,HESPERIA,NAPLES,09/28/1898,40.7127753,-74.0059728
23789,LIPARI,NEW YORK,Messina,TRAVE,GENOA,3/21/1900,40.7127753,-74.0059728
23790,MESSINA,NEW YORK,Messina,ALSATIA,NAPLES,03/07/1891,40.7127753,-74.0059728
23791,MESSINA,ALTONA,Messina,RHAETIA,HAMBURG & HAVRE,06/02/1890,40.1334,-105.282494
23792,CORLEONE,NEW YORK,Palermo,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
23793,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
23794,CORLEONE,NEW YORK,Palermo,WERRA,GENOA,12/03/1897,40.7127753,-74.0059728
23795,CORLEONE,NEW-YORK,Palermo,WERRA,GENOA,12/03/1897,40.7127753,-74.0059728
23796,PALERMO,NEW YORK,Palermo,ENTELLA,NAPLES,07/05/1893,40.7127753,-74.0059728
23797,CORLEONE,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
23798,PALERMO,NEW-HAVEN,Palermo,ASSYRIA,NAPLES,04/01/1893,41.308274,-72.9278835
23799,TRABIA,NEW YORK,Palermo,TROJAN PRINCE,UNKNOWN,09/06/1898,40.7127753,-74.0059728
23800,MESSINA,BOSTON-MA,Messina,SEMPIONE,NAPLES,7/9/1900,42.3600825,-71.0588801
23801,CORLEONE,NEW-ORLEANS,Palermo,SCANDIA,NAPLES,06/23/1897,29.9510658,-90.0715323
23802,COLLESANO,NEW YORK,Palermo,MARCO MINGHETTI,NAPLES,3/16/1900,40.7127753,-74.0059728
23803,PALERMO,LOUISVILLE,Palermo,BOLIVIA,NAPLES,05/15/1893,38.2526647,-85.7584557
23804,SPADAFORA,BOSTON-MA,Messina,GEORGIA,NAPLES,6/11/1900,42.3600825,-71.0588801
23805,MESSINA,NEW YORK,Messina,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
23806,LIPARI,BROOKLYN,Messina,OREGON,NAPLES,06/24/1897,40.6781784,-73.9441579
23807,LIPARI,BROOKLYN NY,Messina,SPARTAN PRINCE,GENOA,11/13/1900,40.6781784,-73.9441579
23808,LIPARI,NEW YORK,Messina,WERRA,GENOA,4/13/1900,40.7127753,-74.0059728
23809,MESSINA,PHILADELPHIA PA,Messina,WERRA,GENOA,3/8/1900,39.9525839,-75.1652215
23810,LIPARI,NEW YORK,Messina,PATRIA,NAPLES,12/10/1898,40.7127753,-74.0059728
23811,LIPARI,NEW YORK,Messina,WERRA,GENOA,4/13/1900,40.7127753,-74.0059728
23812,MESSINA,NEW YORK,Messina,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
23813,LIPARI,NEW YORK,Messina,EMS,GENOA,4/5/1900,40.7127753,-74.0059728
23814,LIPARI,BROOKLYN NY,Messina,NEUSTRIA,NAPLES,4/19/1900,40.6781784,-73.9441579
23815,LIPARI,NEW YORK,Messina,GERGOVIA,NAPLES,04/12/1893,40.7127753,-74.0059728
23816,LIPARI,BOSTON,Messina,EMS,GENOA,05/04/1899,42.3600825,-71.0588801
23817,LIPARI,NEW YORK,Messina,EMS,GENOA,4/5/1900,40.7127753,-74.0059728
