ManifestID,ShipName,Port,Arrival
21061,FALKE,BREMEN,07/24/1857
21062,JOSEPH MAXWELL,LA GUAIRA,10/29/1857
21063,LANDWURDEN,BREMEN,01/04/1858
21064,WASHINGTON,BREMEN,05/18/1858
21065,CHARLES E LEX,PORT AU PRINCE,06/24/1858
21066,ADELINE,BREMEN,09/15/1858
21067,AMAZON,BREMEN,10/22/1858
21068,WASHINGTON,BREMEN,11/03/1858
21069,UNION,PERNAMBUCO,03/11/1859
21070,WASHINGTON,BREMEN,05/24/1859
21071,JOSEPH MAXWELL,PUERTO CABELLO,06/13/1859
21072,ELISABETH,BREMEN,06/21/1859
21073,META,BREMEN,06/28/1859
21074,GESSNER,BREMEN,08/24/1859
21075,WASHINGTON,BREMEN,11/14/1859
21076,ELISABETH,BREMEN,01/16/1860
21077,HOHENSTAUFEN,BREMEN,05/11/1860
21078,KETCH COMMERCE,MAYAGUEZ,05/11/1860
21079,WASHINGTON,BREMEN,05/14/1860
21080,ELISABETH,BREMEN,06/12/1860
21081,BLUMENTHAL,BREMEN,10/20/1860
21082,WASHINGTON,BREMEN,10/24/1860
21083,ELISABETH,BREMEN,12/01/1860
21084,WASHINGTON,BREMEN,07/29/1861
21085,HOPE,ST. VINCENTS,09/16/1861
21086,WHITE WING,PUERTO CABELLO,06/19/1862
21087,MARINE,ST. THOMAS,08/27/1863
21088,BERTHA KOEHN,RIO DE JANEIRO,03/21/1864
21089,BERTHA KOEHN,RIO DE JANEIRO,07/27/1864
21090,WEST WIND,PUERTO RICO,08/20/1864
21091,WHITE WING,LA GUAIRA,09/28/1864
21092,THOMAS DALLETT,LA GUAIRA,10/24/1865
21093,ATLANTIC,BREMEN,04/03/1867
21094,ORPHEUS,BREMEN,06/27/1867
21095,HERMES,PUERTO CABELLO,10/05/1869
21097,F  RECK,BREMEN,03/30/1870
21098,ASIA,HAMBURG,08/08/1870
21099,CUBA,TERRABONA,12/03/1870
21100,ROANOKE,LA GUAIRA & PUERTO CABELLO,04/06/1871
21101,HENRY,BREMEN,05/11/1871
21102,MERIDIAN,BREMEN,06/19/1871
21103,CLARA,BREMEN,09/13/1871
21105,GAUSS,BREMEN,11/04/1872
21106,VADERLAND,ANTWERP,02/18/1873
21107,HERMAN ANTON,LA GUAIRA,04/17/1873
21108,VADERLAND,ANTWERP,04/19/1873
21109,INGENUS,TRINIDAD,05/14/1873
21110,ABBOTSFORD,LIVERPOOL & QUEENSTOWN,05/26/1873
21111,VADERLAND,ANTWERP,06/16/1873
21112,PENNSYLVANIA,LIVERPOOL & QUEENSTOWN,07/07/1873
21113,RYDAL HALL,ANTWERP,07/16/1873
21114,CORIOLAN,BREMEN,08/13/1873
21115,VADERLAND,ANTWERP,08/18/1873
21116,RYDAL HALL,ANTWERP,09/01/1873
21117,RYDAL HALL,ANTWERP,10/11/1873
21118,VADERLAND,ANTWERP,10/17/1873
21119,NEDERLAND,ANTWERP,12/01/1873
21120,VADERLAND,ANTWERP,12/27/1873
21121,NEDERLAND,ANTWERP,01/19/1874
21122,VADERLAND,ANTWERP,02/18/1874
21123,INDIANA,LIVERPOOL,03/20/1874
21124,ILLINOIS,LIVERPOOL,04/04/1874
21125,VADERLAND,ANTWERP,04/20/1874
21126,ILLINOIS,LIVERPOOL,05/13/1874
21127,INDIANA,LIVERPOOL,06/09/1874
21128,VADERLAND,ANTWERP,06/13/1874
21129,ABBOTSFORD,LIVERPOOL,06/19/1874
21130,ILLINOIS,LIVERPOOL,06/29/1874
21131,OHIO,LIVERPOOL,07/06/1874
21132,CYBELE,ANTWERP,07/10/1874
21133,KENILWORTH,LIVERPOOL,07/18/1874
21134,INDIANA,LIVERPOOL,07/20/1874
21135,DANIEL WEBSTER,HAITI,07/23/1874
21136,ABBOTSFORD,LIVERPOOL & QUEENSTOWN,07/29/1874
21137,ROANOKE,LA GUAIRA,08/01/1874
21138,PENNSYLVANIA,LIVERPOOL,08/04/1874
21139,OHIO,LIVERPOOL,08/17/1874
21140,NEDERLAND,ANTWERP,08/24/1874
21141,INDIANA,LIVERPOOL,09/01/1874
21142,ABBOTSFORD,LIVERPOOL & QUEENSTOWN,09/10/1874
21143,VADERLAND,ANTWERP,09/15/1874
21144,PENNSYLVANIA,LIVERPOOL,09/15/1874
21145,ILLINOIS,LIVERPOOL,09/21/1874
21146,OHIO,LIVERPOOL,09/28/1874
21147,NEDERLAND,ANTWERP,10/09/1874
21148,KENILWORTH,LIVERPOOL & QUEENSTOWN,10/12/1874
21149,ROANOKE,LA GUAIRA,10/20/1874
21150,ABBOTSFORD,LIVERPOOL,10/24/1874
21151,PENNSYLVANIA,LIVERPOOL,10/27/1874
21152,ILLINOIS,LIVERPOOL,11/03/1874
21153,VADERLAND,ANTWERP,11/04/1874
21154,NELLIE HASTINGS,CARIBBEAN PORTS,11/09/1874
21155,OHIO,LIVERPOOL,11/09/1874
21156,KENILWORTH,LIVERPOOL & QUEENSTOWN,11/20/1874
21157,INDIANA,LIVERPOOL,11/25/1874
21158,NEDERLAND,ANTWERP,11/28/1874
21159,PENNSYLVANIA,LIVERPOOL,12/08/1874
21160,VADERLAND,ANTWERP,12/26/1874
21161,INDIANA,LIVERPOOL,01/07/1875
21162,KENILWORTH,LIVERPOOL,01/09/1875
21163,ILLINOIS,LIVERPOOL,01/28/1875
21164,INDIANA,LIVERPOOL,02/13/1875
21165,NEDERLAND,ANTWERP,03/09/1875
21166,PENNSYLVANIA,LIVERPOOL,03/25/1875
21167,VADERLAND,ANTWERP,03/27/1875
21168,OAK,LA GUAIRA,03/30/1875
21169,INDIANA,LIVERPOOL,03/30/1875
21170,ILLINOIS,LIVERPOOL,04/19/1875
21171,NEDERLAND,ANTWERP,04/23/1875
21172,KENILWORTH,LIVERPOOL,04/29/1875
21173,PENNSYLVANIA,LIVERPOOL,05/05/1875
21174,INDIANA,LIVERPOOL,05/11/1875
21175,VADERLAND,ANTWERP,05/17/1875
21176,ABBOTSFORD,LIVERPOOL,05/19/1875
21177,OHIO,LIVERPOOL,05/24/1875
21178,ILLINOIS,LIVERPOOL,06/01/1875
21179,NEDERLAND,ANTWERP,06/05/1875
21180,KENILWORTH,LIVERPOOL,06/10/1875
21181,PENNSYLVANIA,LIVERPOOL,06/14/1875
21182,INDIANA,LIVERPOOL,06/21/1875
21183,ABBOTSFORD,LIVERPOOL,06/30/1875
21184,VADERLAND,ANTWERP,07/02/1875
21185,KENILWORTH,LIVERPOOL & QUEENSTOWN,07/21/1875
21186,PENNSYLVANIA,LIVERPOOL,07/26/1875
21187,INDIANA,LIVERPOOL,08/02/1875
21188,ARGONAUT,BREMEN,08/07/1875
21189,VADERLAND,ANTWERP,08/16/1875
21190,OHIO,LIVERPOOL,08/16/1875
21191,ILLINOIS,LIVERPOOL,08/23/1875
21192,NEDERLAND,ANTWERP,02/05/1876
21193,PATTERSON,PUERTO CABELLO,02/11/1876
21194,VADERLAND,ANTWERP,02/29/1876
21195,INDIANA,LIVERPOOL,03/01/1876
21196,INDIANA,LIVERPOOL,04/18/1876
21197,ILLINOIS,LIVERPOOL,04/24/1876
21198,ESSEN,BREMERHAVEN,04/25/1876
21199,OHIO,LIVERPOOL,05/08/1876
21200,NEDERLAND,ANTWERP,05/11/1876
21201,PENNSYLVANIA,LIVERPOOL,05/15/1876
21202,CITY OF LIMERICK,LIVERPOOL & QUEENSTOWN,05/25/1876
21203,KATE,HAMBURG,05/27/1876
21204,INDIANA,LIVERPOOL,05/29/1876
21205,VADERLAND,ANTWERP,05/31/1876
21206,LORD CLIVE,LIVERPOOL,06/13/1876
21207,PENNSYLVANIA,LIVERPOOL,06/26/1876
21208,CITY OF LIMERICK,LIVERPOOL,07/05/1876
21209,NEDERLAND,ANTWERP,07/05/1876
21210,LORD CLIVE,LIVERPOOL,07/24/1876
21211,VADERLAND,ANTWERP,07/28/1876
21212,OHIO,LIVERPOOL,07/31/1876
21213,PENNSYLVANIA,LIVERPOOL,08/07/1876
21214,NEDERLAND,ANTWERP,08/22/1876
21215,ILLINOIS,LIVERPOOL & QUEENSTOWN,08/28/1876
21216,OHIO,LIVERPOOL,09/11/1876
21217,VADERLAND,ANTWERP,09/15/1876
21218,PENNSYLVANIA,LIVERPOOL,09/18/1876
21219,NEDERLAND,ANTWERP,10/09/1876
21220,E.B. WHARTON,HAITI,10/19/1876
21221,PENNSYLVANIA,LIVERPOOL,10/30/1876
21222,VADERLAND,ANTWERP,11/02/1876
21223,CITY OF NEW YORK,LIVERPOOL,11/07/1876
21224,ILLINOIS,LIVERPOOL,11/20/1876
21225,NEDERLAND,ANTWERP,11/25/1876
21226,NEDERLAND,ANTWERP,03/26/1876
21227,PENNSYLVANIA,LIVERPOOL,04/03/1876
21228,LORD CLIVE,LIVERPOOL,04/12/1876
21229,VADERLAND,ANTWERP,04/17/1876
21230,NEDERLAND,ANTWERP,01/15/1877
21231,VADERLAND,ANTWERP,02/12/1877
21232,NEDERLAND,ANTWERP,03/02/1877
21233,LORD CLIVE,LIVERPOOL,04/11/1877
21234,NEDERLAND,ANTWERP,04/20/1877
21235,PENNSYLVANIA,LIVERPOOL,04/23/1877
21236,INDIANA,LIVERPOOL,05/07/1877
21237,OHIO,LIVERPOOL,05/23/1877
21238,SWITZERLAND,ANTWERP,05/31/1877
21239,PENNSYLVANIA,LIVERPOOL,06/04/1877
21240,INDIANA,LIVERPOOL,06/19/1877
21241,OHIO,LIVERPOOL,06/25/1877
21242,VADERLAND,ANTWERP,06/29/1877
21243,PENNSYLVANIA,LIVERPOOL & QUEENSTOWN,07/09/1877
21244,LORD CLIVE,LIVERPOOL,07/24/1877
21245,NEDERLAND,ANTWERP,07/31/1877
21246,NEDERLAND,ANTWERP,07/26/1875
21247,HAMMONIA,HAMBURG,03/27/1876
21248,INDIANA,LIVERPOOL,08/06/1877
21249,NEDERLAND,ANTWERP,08/10/1877
21250,PENNSYLVANIA,LIVERPOOL,08/20/1877
21251,SWITZERLAND,ANTWERP,08/28/1877
21252,SWITZERLAND,ANTWERP,09/07/1877
21253,OHIO,LIVERPOOL,09/19/1877
21254,VADERLAND,ANTWERP,09/28/1877
21255,PENNSYLVANIA,LIVERPOOL & QUEENSTOWN,10/01/1877
21256,VADERLAND,ANTWERP,10/06/1877
21257,ILLINOIS,LIVERPOOL & QUEENSTOWN,10/08/1877
21258,LORD CLIVE,LIVERPOOL,10/15/1877
21259,OHIO,LIVERPOOL & QUEENSTOWN,12/03/1877
21260,NEDERLAND,ANTWERP,10/31/1877
21261,NEDERLAND,ANTWERP,11/07/1877
21262,PENNSYLVANIA,LIVERPOOL & QUEENSTOWN,11/16/1877
21263,LORD CLIVE,LIVERPOOL,11/30/1877
21264,SWITZERLAND,ANTWERP,11/30/1877
21265,OHIO,LIVERPOOL & QUEENSTOWN,12/03/1877
21266,SWITZERLAND,ANTWERP,12/07/1877
21267,PENNSYLVANIA,LIVERPOOL & QUEENSTOWN,12/24/1877
21268,VADERLAND,ANTWERP,12/29/1877
21269,ILLINOIS,LIVERPOOL & QUEENSTOWN,01/13/1878
21270,NEDERLAND,ANTWERP,01/30/1878
21271,PENNSYLVANIA,LIVERPOOL,02/04/1878
21272,OHIO,LIVERPOOL,02/13/1878
21273,LORD CLIVE,LIVERPOOL,02/23/1878
21274,ILLINOIS,LIVERPOOL,02/27/1878
21275,SWITZERLAND,ANTWERP,03/02/1878
21276,PENNSYLVANIA,LIVERPOOL,03/18/1878
21277,OHIO,LIVERPOOL,03/25/1878
21278,VADERLAND,ANTWERP,03/30/1878
21279,LORD CLIVE,LIVERPOOL,04/03/1878
21280,INDIANA,LIVERPOOL,04/15/1878
21281,CASPIAN,LIVERPOOL,04/26/1878
21282,NEDERLAND,ANTWERP,05/01/1878
21283,PENNSYLVANIA,LIVERPOOL,05/04/1878
21284,LORD CLIVE,LIVERPOOL,05/14/1878
21286,ILLINOIS,LIVERPOOL,05/27/1878
21287,VADERLAND,ANTWERP,05/29/1878
21288,INDIANA,LIVERPOOL,06/12/1878
21289,PENNSYLVANIA,LIVERPOOL,06/17/1878
21290,LORD CLIVE,LIVERPOOL & QUEENSTOWN,06/24/1878
21291,NEDERLAND,ANTWERP,06/28/1878
21292,OHIO,LIVERPOOL,07/01/1878
21293,SWITZERLAND,ANTWERP,07/29/1878
21294,PENNSYLVANIA,LIVERPOOL,07/29/1878
21295,LORD CLIVE,LIVERPOOL & QUEENSTOWN,08/06/1878
21296,ILLINOIS,LIVERPOOL,08/19/1878
21297,VADERLAND,ANTWERP,08/29/1878
21298,PENNSYLVANIA,LIVERPOOL,09/09/1878
21299,CIMBRIA,BALTIC,09/12/1878
21300,OHIO,LIVERPOOL,09/23/1878
21301,NEDERLAND,ANTWERP,09/30/1878
21302,PENNSYLVANIA,LIVERPOOL,10/22/1878
21303,SWITZERLAND,ANTWERP,10/28/1878
21304,ILLINOIS,LIVERPOOL,11/11/1878
21305,INDIANA,LIVERPOOL,11/25/1878
21306,VADERLAND,ANTWERP,11/29/1878
21307,PENNSYLVANIA,LIVERPOOL,12/03/1878
21308,NEDERLAND,ANTWERP,12/23/1878
21309,PENNSYLVANIA,LIVERPOOL,01/14/1879
21310,VADERLAND,ANTWERP,01/20/1879
21311,ILLINOIS,LIVERPOOL,02/03/1879
21312,NEDERLAND,ANTWERP,02/14/1879
21313,INDIANA,LIVERPOOL & QUEENSTOWN,02/19/1879
21314,VADERLAND,ANTWERP,03/06/1879
21315,ILLINOIS,LIVERPOOL,03/18/1879
21316,BRITISH EMPIRE,LIVERPOOL,03/26/1879
21317,NEDERLAND,ANTWERP,03/29/1879
21318,INDIANA,LIVERPOOL,04/02/1879
21319,PENNSYLVANIA,LIVERPOOL,04/08/1879
21320,BELGENLAND,ANTWERP,04/14/1879
21321,HELIOS,MARSEILLES,04/18/1879
21322,LORD CLIVE,LIVERPOOL,04/19/1879
21323,OHIO,LIVERPOOL,04/22/1879
21324,ILLINOIS,LIVERPOOL,04/28/1879
21325,SWITZERLAND,ANTWERP,05/05/1879
21326,PENNSYLVANIA,LIVERPOOL,05/19/1879
21327,ZEELAND,ANTWERP,05/23/1879
21328,LORD CLIVE,LIVERPOOL,06/03/1879
21329,ILLINOIS,LIVERPOOL,06/07/1879
21330,VADERLAND,ANTWERP,06/12/1879
21331,BRITISH EMPIRE,LIVERPOOL,06/12/1879
21332,SWITZERLAND,ANTWERP,06/24/1879
21333,PENNSYLVANIA,LIVERPOOL,06/26/1879
21334,LORD CLIVE,LIVERPOOL,07/12/1879
21335,ILLINOIS,LIVERPOOL & QUEENSTOWN,07/14/1879
21336,ZEELAND,ANTWERP,07/15/1879
21337,BRITISH EMPIRE,LIVERPOOL,07/21/1879
21338,GEORGE W CHASE,MATANZAS,07/30/1879
21339,LORD GOUGH,LIVERPOOL,08/01/1879
21340,VADERLAND,ANTWERP,08/04/1879
21341,SWITZERLAND,ANTWERP,08/25/1879
21342,ILLINOIS,LIVERPOOL,08/25/1879
21343,LORD GOUGH,LIVERPOOL,09/10/1879
21344,BELGENLAND,ANTWERP,09/11/1879
21345,ILLINOIS,LIVERPOOL & QUEENSTOWN,09/23/1879
21346,VADERLAND,ANTWERP,09/25/1879
21347,LORD CLIVE,LIVERPOOL,10/02/1879
21348,PENNSYLVANIA,LIVERPOOL,10/02/1879
21349,BRITISH EMPIRE,LIVERPOOL,10/07/1879
21350,INDIANA,LIVERPOOL,10/10/1879
21351,LORD GOUGH,LIVERPOOL,10/13/1879
21352,NEDERLAND,ANTWERP,10/20/1879
21353,OHIO,LIVERPOOL,10/20/1879
21354,ILLINOIS,LIVERPOOL,11/04/1879
21355,LORD CLIVE,LIVERPOOL,11/11/1879
21356,ZEELAND,ANTWERP,11/11/1879
21357,PENNSYLVANIA,LIVERPOOL,11/13/1879
21358,BRITISH EMPIRE,LIVERPOOL,11/17/1879
21359,INDIANA,LIVERPOOL & QUEENSTOWN,11/20/1879
21360,LORD GOUGH,LIVERPOOL,11/28/1879
21361,OHIO,LIVERPOOL,12/01/1879
21362,NEDERLAND,ANTWERP,12/05/1879
21363,BRITISH EMPIRE,LIVERPOOL,01/05/1880
21364,LORD GOUGH,LIVERPOOL,01/14/1880
21365,ZEELAND,ANTWERP,01/19/1880
21366,VADERLAND,ANTWERP,02/26/1880
21367,INDIANA,LIVERPOOL,03/11/1880
21368,SWITZERLAND,ANTWERP,03/24/1880
21369,LORD CLIVE,LIVERPOOL,03/31/1880
21370,ILLINOIS,LIVERPOOL,04/01/1880
21371,VADERLAND,ANTWERP,04/14/1880
21372,BRITISH CROWN,LIVERPOOL,04/16/1880
21373,LORD GOUGH,LIVERPOOL,04/23/1880
21374,LORD CLIVE,LIVERPOOL,05/06/1880
21375,SWITZERLAND,ANTWERP,05/09/1880
21376,BRITISH EMPIRE,LIVERPOOL,05/10/1880
21377,ILLINOIS,LIVERPOOL,05/17/1880
21378,BRITISH CROWN,LIVERPOOL,05/24/1880
21379,INDIANA,LIVERPOOL,05/24/1880
21380,LORD GOUGH,LIVERPOOL,05/31/1880
21381,PENNSYLVANIA,LIVERPOOL,06/03/1880
21382,LORD CLIVE,LIVERPOOL,06/09/1880
21383,RHYNLAND,ANTWERP,06/10/1880
21384,SICILY,LIVERPOOL,06/11/1880
21385,OHIO,LIVERPOOL,06/14/1880
21386,BRITISH EMPIRE,LIVERPOOL,06/17/1880
21387,ILLINOIS,LIVERPOOL,06/21/1880
21388,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,06/29/1880
21389,LORD GOUGH,LIVERPOOL,07/06/1880
21390,ZEELAND,ANTWERP,07/10/1880
21391,HERVATSKA,TRIESTE,07/12/1880
21392,PENNSYLVANIA,LIVERPOOL,07/12/1880
21393,LORD CLIVE,LIVERPOOL,07/15/1880
21394,OHIO,LIVERPOOL,07/19/1880
21395,BRITISH EMPIRE,LIVERPOOL,07/26/1880
21396,INDIANA,LIVERPOOL,08/09/1880
21397,LORD GOUGH,LIVERPOOL,08/12/1880
21398,VADERLAND,ANTWERP,08/16/1880
21399,PENNSYLVANIA,LIVERPOOL,08/18/1880
21400,LORD CLIVE,LIVERPOOL,08/24/1880
21401,OHIO,LIVERPOOL,08/25/1880
21402,BRITISH EMPIRE,LIVERPOOL,08/30/1880
21403,ILLINOIS,LIVERPOOL,09/06/1880
21404,SWITZERLAND,ANTWERP,09/12/1880
21405,INDIANA,LIVERPOOL,09/13/1880
21406,LORD GOUGH,LIVERPOOL,09/20/1880
21407,PENNSYLVANIA,LIVERPOOL,09/23/1880
21408,OHIO,LIVERPOOL,10/03/1880
21409,BELGENLAND,ANTWERP,10/07/1880
21410,ILLINOIS,LIVERPOOL,10/11/1880
21411,NEPTUNE,BREMEN,10/16/1880
21412,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,10/18/1880
21413,INDIANA,LIVERPOOL,10/22/1880
21414,LORD GOUGH,LIVERPOOL,10/26/1880
21415,LORD CLIVE,LIVERPOOL,11/03/1880
21416,OHIO,LIVERPOOL,11/08/1880
21417,ZEELAND,ANTWERP,11/13/1880
21418,PENNSYLVANIA,LIVERPOOL,11/17/1880
21419,INDIANA,LIVERPOOL,11/26/1880
21420,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,12/02/1880
21421,LORD GOUGH,LIVERPOOL,12/09/1880
21422,LORD CLIVE,LIVERPOOL,12/15/1880
21423,VADERLAND,ANTWERP,12/19/1880
21424,OHIO,LIVERPOOL,12/22/1880
21425,PENNSYLVANIA,LIVERPOOL,12/29/1880
21426,INDIANA,LIVERPOOL,01/04/1881
21427,RHYNLAND,ANTWERP,01/08/1881
21428,BRITISH CROWN,LIVERPOOL,01/11/1881
21429,LORD GOUGH,LIVERPOOL,01/17/1881
21430,ILLINOIS,LIVERPOOL,01/19/1881
21431,OHIO,LIVERPOOL,02/02/1881
21432,PENNSYLVANIA,LIVERPOOL,02/09/1881
21433,BRITISH QUEEN,LIVERPOOL,02/14/1881
21434,INDIANA,LIVERPOOL,02/17/1881
21435,BELGENLAND,ANTWERP,02/24/1881
21436,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,02/26/1881
21437,LORD GOUGH,LIVERPOOL,03/01/1881
21438,ILLINOIS,LIVERPOOL,03/07/1881
21439,NEDERLAND,ANTWERP,03/12/1881
21440,OHIO,LIVERPOOL,03/15/1881
21441,PENNSYLVANIA,LIVERPOOL,03/22/1881
21442,INDIANA,LIVERPOOL,03/29/1881
21443,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,04/06/1881
21444,RHYNLAND,ANTWERP,04/10/1881
21445,LORD CLIVE,LIVERPOOL,04/13/1881
21446,ILLINOIS,LIVERPOOL,04/18/1881
21447,BRITISH KING,LIVERPOOL,04/22/1881
21448,LORD GOUGH,LIVERPOOL,04/25/1881
21449,PENNSYLVANIA,LIVERPOOL,04/30/1881
21450,INDIANA,LIVERPOOL,05/03/1881
21451,OHIO,LIVERPOOL,04/05/1881
21452,ZEELAND,ANTWERP,05/16/1881
21453,LORD CLIVE,LIVERPOOL,05/18/1881
21454,BRITISH QUEEN,LIVERPOOL & QUEENSTOWN,05/20/1881
21455,ILLINOIS,LIVERPOOL,05/23/1881
21456,BRITISH KING,LIVERPOOL,05/31/1881
21457,LORD GOUGH,LIVERPOOL,06/02/1881
21458,PENNSYLVANIA,LIVERPOOL,06/06/1881
21459,WAESLAND,ANTWERP,06/11/1881
21460,INDIANA,LIVERPOOL,06/11/1881
21461,OHIO,LIVERPOOL,06/13/1881
21462,BRITISH CROWN,LIVERPOOL,06/16/1881
21463,LORD CLIVE,LIVERPOOL,06/21/1881
21464,BRITISH QUEEN,LIVERPOOL,06/27/1881
21465,ILLINOIS,LIVERPOOL,06/30/1881
21466,BRITISH KING,LIVERPOOL,07/04/1881
21467,VADERLAND,ANTWERP,07/10/1881
21468,LORD GOUGH,LIVERPOOL,07/11/1881
21469,OHIO,LIVERPOOL,07/19/1881
21470,HECLA,ANTWERP,07/22/1881
21471,LORD CLIVE,LIVERPOOL,08/03/1881
21472,ILLINOIS,LIVERPOOL,08/04/1881
21473,BRITISH QUEEN,LIVERPOOL & QUEENSTOWN,08/08/1881
21474,BRITISH KING,LIVERPOOL,08/16/1881
21475,PENNSYLVANIA,LIVERPOOL,08/19/1881
21476,LORD GOUGH,LIVERPOOL,08/22/1881
21477,OHIO,LIVERPOOL,08/24/1881
21478,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,08/30/1881
21479,HECLA,ANTWERP,09/01/1881
21480,ILLINOIS,LIVERPOOL,09/08/1881
21481,BRITISH QUEEN,LIVERPOOL & QUEENSTOWN,09/13/1881
21482,INDIANA,LIVERPOOL,09/18/1881
21483,BRITISH KING,LIVERPOOL,09/21/1881
21484,PENNSYLVANIA,LIVERPOOL,09/27/1881
21485,LORD GOUGH,LIVERPOOL,09/30/1881
21486,OHIO,LIVERPOOL,10/03/1881
21487,BRITISH CROWN,LIVERPOOL,10/11/1881
21488,HECLA,ANTWERP,10/14/1881
21489,ILLINOIS,LIVERPOOL,10/17/1881
21490,PENNSYLVANIA,LIVERPOOL,10/31/1881
21491,BRITISH KING,LIVERPOOL,11/01/1881
21492,LORD GOUGH,LIVERPOOL,11/12/1881
21493,INDIANA,LIVERPOOL,11/04/1881
21494,OHIO,LIVERPOOL,11/14/1881
21495,LORD CLIVE,LIVERPOOL,11/29/1881
21496,HECLA,ANTWERP,12/02/1881
21497,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,12/06/1881
21498,ILLINOIS,LIVERPOOL,12/10/1881
21499,LORD GOUGH,LIVERPOOL,12/21/1881
21500,OHIO,LIVERPOOL,12/24/1881
21501,PENNSYLVANIA,LIVERPOOL,12/30/1881
21502,INDIANA,LIVERPOOL,01/26/1882
21503,PENNSYLVANIA,LIVERPOOL,02/09/1882
21504,BRITISH KING,LIVERPOOL,02/15/1882
21505,LORD CLIVE,LIVERPOOL,02/23/1882
21506,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,04/18/1882
21507,INDIANA,LIVERPOOL,03/07/1882
21508,BRITISH QUEEN,LIVERPOOL,03/22/1882
21509,LORD GOUGH,LIVERPOOL,03/29/1882
21510,ILLINOIS,LIVERPOOL,04/04/1882
21511,BRITISH KING,LIVERPOOL & QUEENSTOWN,04/12/1882
21512,BRITISH PRINCE,LIVERPOOL,04/27/1882
21513,BRITISH QUEEN,LIVERPOOL,05/02/1882
21514,OHIO,LIVERPOOL,05/09/1882
21515,SWITZERLAND,ANTWERP,05/13/1882
21516,BRITISH CROWN,LIVERPOOL,05/19/1882
21517,LORD GOUGH,LIVERPOOL,05/05/1882
21518,BRITISH KING,LIVERPOOL,05/22/1882
21519,INDIANA,LIVERPOOL,05/24/1882
21520,BRITISH PRINCE,LIVERPOOL,05/28/1882
21521,BRITISH QUEEN,LIVERPOOL,06/06/1882
21522,LORD GOUGH,LIVERPOOL,06/09/1882
21523,OHIO,LIVERPOOL,06/12/1882
21524,ILLINOIS,LIVERPOOL,06/21/1882
21525,LORD CLIVE,LIVERPOOL,02/21/1882
21526,SWITZERLAND,ANTWERP,06/22/1882
21527,PENNSYLVANIA,LIVERPOOL,07/13/1882
21528,LORD GOUGH,LIVERPOOL,07/17/1882
21529,ILLINOIS,LIVERPOOL,07/25/1882
21530,BRITISH QUEEN,LIVERPOOL,08/01/1882
21531,LORD CLIVE,LIVERPOOL,08/04/1882
21532,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,08/15/1882
21533,LORD GOUGH,LIVERPOOL,08/22/1882
21534,ILLINOIS,LIVERPOOL,08/28/1882
21535,PENNSYLVANIA,LIVERPOOL,09/13/1882
21536,LORD CLIVE,LIVERPOOL,09/14/1882
21537,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,09/25/1882
21538,ILLINOIS,LIVERPOOL,10/09/1882
21539,PENNSYLVANIA,LIVERPOOL,10/20/1882
21540,BRITISH QUEEN,LIVERPOOL,10/31/1882
21541,LORD CLIVE,LIVERPOOL,10/24/1882
21542,BRITISH CROWN,LIVERPOOL,11/01/1882
21543,INDIANA,LIVERPOOL,11/07/1882
21544,ILLINOIS,LIVERPOOL,11/16/1882
21545,BRITISH PRINCE,LIVERPOOL,11/20/1882
21546,PENNSYLVANIA,LIVERPOOL,12/01/1882
21547,BRITISH CROWN,LIVERPOOL & QUEENSTOWN,12/14/1882
21548,VADERLAND,ANTWERP,12/09/1882
21549,INDIANA,LIVERPOOL,12/19/1882
21550,ILLINOIS,LIVERPOOL,12/26/1882
21551,OHIO,LIVERPOOL,09/17/1882
21552,SWITZERLAND,ANTWERP,10/25/1882
21553,OHIO,LIVERPOOL,10/26/1882
21554,LORD GOUGH,LIVERPOOL,11/14/1882
30000,SENATOR J KEN,ST. THOMAS,01/02/1866
30001,DORETTE,BREMEN,01/02/1866
30002,SPHINX,RIO DE JANEIRO,01/02/1866
30003,THERESE,BREMEN,01/02/1866
30004,THATCHER MAGOUN,HAMBURG,01/06/1866
30005,WASHINGTON,HAMBURG,01/09/1866
30006,LAURA,BREMEN,01/10/1866
30007,MORAVIAN,LIVERPOOL,01/11/1866
30008,DEUTSCHLAND,HAMBURG,01/12/1866
30009,EDINBURGH,LIVERPOOL,01/13/1866
30010,ORPHEUS,BREMEN,01/15/1866
30011,BORUSSIA,HAMBURG,01/16/1866
30012,THEONE,HAVRE,01/16/1866
30013,ATALANTA,BREMEN,01/22/1866
30014,LAURA & GERTRUDE,BREMEN,01/22/1866
30015,HELENE,BREMEN,01/22/1866
30016,HANSA,BREMEN & SOUTHAMPTON,01/22/1866
30017,EUGENIE,HAMBURG,01/23/1866
30018,HERZOGIN VON BRABANT,BREMERHAVEN,01/25/1866
30019,ENERGIE,HAVRE,01/25/1866
30020,DIANA,BREMEN,01/25/1866
