,Unnamed: 0,origin_city,origin_country,geocoder_results,origin_lon,origin_lat
101,101,RIBERA,ITALY,"<[OK] Google - Geocode [92016 Ribera, AG, Italy]>",13.2894368,37.4577038
102,102,OLIVERI,ITALY,"<[OK] Google - Geocode [98060 Oliveri, Province of Messina, Italy]>",15.0599564,38.1229996
103,103,BURGIO,ITALY,"<[OK] Google - Geocode [92010 Burgio, AG, Italy]>",13.3009828,37.61349269999999
104,104,PETRALIA SOTTANA,ITALY,"<[OK] Google - Geocode [90027 Petralia Sottana, Province of Palermo, Italy]>",14.0899507,37.8085652
105,105,SPERLINGA,ITALY,"<[OK] Google - Geocode [94010 Sperlinga, Province of Enna, Italy]>",14.3210095,37.7635149
106,106,VENETICO,ITALY,"<[OK] Google - Geocode [98043 Venetico, Province of Messina, Italy]>",15.3745964,38.2004722
107,107,ROCCAVALDINA,ITALY,"<[OK] Google - Geocode [98043 Roccavaldina, Province of Messina, Italy]>",15.3748742,38.1826561
108,108,MIRTO,ITALY,"<[OK] Google - Geocode [87060 Mirto, Province of Cosenza, Italy]>",16.7676967,39.6025302
109,109,ROMETTA,ITALY,"<[OK] Google - Geocode [98040 Rometta, Province of Messina, Italy]>",15.4126652,38.1773312
110,110,SAN PIER NICETO,ITALY,"<[OK] Google - Geocode [98045 San Pier Niceto, Province of Messina, Italy]>",15.3511289,38.1583399
111,111,TAORMINA,ITALY,"<[OK] Google - Geocode [98039 Taormina, Province of Messina, Italy]>",15.2853127,37.8516366
112,112,CASTEL DI LUCIO,ITALY,"<[OK] Google - Geocode [98070 Castel di Lucio, Province of Messina, Italy]>",14.3132362,37.887652
113,113,SALEMI,ITALY,"<[OK] Google - Geocode [91018 Salemi, Province of Trapani, Italy]>",12.7824777,37.8075233
114,114,REITANO,ITALY,"<[OK] Google - Geocode [98070 Reitano, Province of Messina, Italy]>",14.3384616,37.9848121
115,115,VITA,ITALY,"<[OK] Google - Geocode [91010 Vita, Province of Trapani, Italy]>",12.8209584,37.8723438
116,116,SANTA CROCE CAMERINA,ITALY,"<[OK] Google - Geocode [97017 Santa Croce Camerina, Free municipal consortium of Ragusa, Italy]>",14.5241063,36.8284661
117,117,FICARRA,ITALY,"<[OK] Google - Geocode [98062 Ficarra, Province of Messina, Italy]>",14.8279512,38.1198189
118,118,GROTTE,ITALY,"<[OK] Google - Geocode [92020 Grotte, AG, Italy]>",13.7011401,37.4026433
119,119,CAPO D'ORLANDO,ITALY,"<[OK] Google - Geocode [98071 Capo d'Orlando, Province of Messina, Italy]>",14.742693,38.1585238
120,120,NOVARA DI SICILIA,ITALY,"<[OK] Google - Geocode [98058 Novara di Sicilia, Province of Messina, Italy]>",15.1375908,38.0123532
121,121,MUSSOMELI,ITALY,"<[OK] Google - Geocode [93014 Mussomeli, Province of Caltanissetta, Italy]>",13.7529685,37.5756738
122,122,ITALA,ITALY,"<[OK] Google - Geocode [98025 Itala, Province of Messina, Italy]>",15.4368572,38.0509051
123,123,NASO,ITALY,"<[OK] Google - Geocode [98074 Naso, Province of Messina, Italy]>",14.7863115,38.1202696
124,124,TERMINI IMERESE,ITALY,"<[OK] Google - Geocode [90018 Termini Imerese, Province of Palermo, Italy]>",13.6961892,37.984023
125,125,LEONFORTE,ITALY,"<[OK] Google - Geocode [94013 Leonforte, Province of Enna, Italy]>",14.391633,37.6392064
126,126,MISTRETTA,ITALY,"<[OK] Google - Geocode [98073 Mistretta, Province of Messina, Italy]>",14.3559158,37.9151675
127,127,ROCCELLA VALDEMONE,ITALY,"<[OK] Google - Geocode [98030 Roccella Valdemone, Province of Messina, Italy]>",15.0106826,37.9338709
128,128,LIBRIZZI,ITALY,"<[OK] Google - Geocode [98064 Librizzi, Province of Messina, Italy]>",14.9680914,38.08103130000001
129,129,CAMMARATA,ITALY,"<[OK] Google - Geocode [92022 Cammarata, AG, Italy]>",13.6386711,37.6327938
130,130,REALMONTE,ITALY,"<[OK] Google - Geocode [92010 Realmonte, AG, Italy]>",13.4569571,37.3178158
131,131,SAN GIUSEPPE JATO,ITALY,"<[OK] Google - Geocode [90048 San Giuseppe Jato, Province of Palermo, Italy]>",13.1818344,37.9690953
132,132,POZZALLO,ITALY,"<[OK] Google - Geocode [97016 Pozzallo, Free municipal consortium of Ragusa, Italy]>",14.8491127,36.7298607
133,133,MILO,ITALY,"<[OK] Google - Geocode [95010 Milo, Province of Catania, Italy]>",15.114442,37.7228991
134,134,PAGLIARA,ITALY,"<[OK] Google - Geocode [98020 Pagliara, Province of Messina, Italy]>",15.3600742,37.9862605
135,135,CONTESSA ENTELLINA,ITALY,"<[OK] Google - Geocode [90030 Contessa Entellina, Province of Palermo, Italy]>",13.1833552,37.7295385
136,136,BORGETTO,ITALY,"<[OK] Google - Geocode [90042 Borgetto, Province of Palermo, Italy]>",13.1567337,38.041984
137,137,LIMINA,ITALY,"<[OK] Google - Geocode [98030 Limina, Province of Messina, Italy]>",15.2726707,37.941434
138,138,POLLINA,ITALY,"<[OK] Google - Geocode [90010 Pollina, Province of Palermo, Italy]>",14.1349852,37.994288
139,139,RESUTTANO,ITALY,"<[OK] Google - Geocode [93010 Resuttano, Province of Caltanissetta, Italy]>",14.0298963,37.6765919
140,140,VALDINA,ITALY,"<[OK] Google - Geocode [98043 Valdina, Province of Messina, Italy]>",15.3688351,38.1936046
141,141,BROLO,ITALY,"<[OK] Google - Geocode [98061 Brolo, Province of Messina, Italy]>",14.8308695,38.147876
142,142,SAMBUCA DI SICILIA,ITALY,"<[OK] Google - Geocode [92017 Sambuca di Sicilia, AG, Italy]>",13.1111107,37.6477137
